H,M,S,MS,Horiz,Vert,h_cA5,h_cD5,h_cA4,h_cD4,h_cA3,h_cD3,h_cA2,h_cD2,h_cA1,h_cD1,v_cA5,v_cD5,v_cA4,v_cD4,v_cA3,v_cD3,v_cA2,v_cD2,v_cA1,v_cD1
9.0,40.0,59.0,163084.0,0.8741999999999998,0.6184,1.088477211304118,0.9437854449212493,0.8430081112493776,1.7561568937062284,1.2408202236299406,1.3424529537975185,1.331567727547772,0.91911364982265,1.223277806973061,0.1707113658508102,0.48952598232846123,0.3621118347584574,0.41830617191015457,0.769054681696219,0.561170346975287,1.3409174415304075,1.072037982830444,0.452691969146621,0.8614649276475813,0.26192942578875555
9.0,41.0,9.0,163084.0,0.9250000000000002,0.48560000000000014,1.3183433509273035,0.8788255371043212,1.1363801337894965,1.5243937507170404,1.4171383355968543,1.3913330981164418,1.3342085752558333,0.8226562549615968,1.258888654014275,0.13885644946179274,0.6491439827914531,0.35751388294555386,0.5892874328920827,0.5219000153010457,0.5947303145457898,0.8111154954028107,0.8234019248281375,0.4356532983763574,0.6587981001371986,0.2704811697358415
9.0,41.0,19.0,163084.0,0.8016,0.4575999999999999,1.409223566960285,1.0697982385751807,1.1804279776894537,1.7094824694470312,1.4424823997325569,1.3945494194159713,1.3034508536381453,0.9072863572885626,1.1139159516914232,0.1771870275573007,0.7239973133384571,0.2745932278452634,0.6187840435871056,0.6034628379518099,0.5375955858400998,0.7775002221715122,0.6490935665765034,0.43533340997751724,0.5516422701641553,0.28671141500135483
9.0,41.0,29.0,163084.0,0.8521999999999998,0.557,1.055230323266192,0.8106650210440343,1.1022285890505588,1.5433075695377372,1.4375955872056019,0.9623333098391529,1.3298665633126554,0.7579440503827826,1.2021123142863153,0.1941540811661862,0.5063896192445656,0.3054230536098874,0.47894485818221033,0.7481869068357833,0.658565179854982,0.8586234527918115,0.8404144197549162,0.500770479038575,0.7209925443531917,0.24477565155741363
9.0,41.0,39.0,163084.0,0.6998000000000004,0.4999999999999999,0.9876628726578515,0.9193217897392453,1.064174244323852,1.6768427583186347,1.382615346173192,1.1091354455362212,1.2652629523916894,0.7969793757779133,0.9971174439409355,0.13194750047644535,0.5659861018898608,0.26662434273035684,0.5029508253977801,0.5450689606998068,0.5777540991904402,0.9817963593039668,0.9700596747326333,0.4846475824892253,0.728867888018591,0.24677349677927687
9.0,41.0,49.0,163084.0,0.9225999999999999,0.5178,1.3770280810365285,0.825598815532491,1.432596398155037,1.2196718895174399,1.6518531253026285,1.2004169195296446,1.5050117633902498,0.8954152932810739,1.3055993826227097,0.14608673477749218,0.4689077502497355,0.30158533461927706,0.39891224069271664,0.6903205966203156,0.5536508071926173,0.7875459913558793,0.8640766036188745,0.4941038248393938,0.6746800904623261,0.24683254072734523
9.0,41.0,59.0,163084.0,0.7814000000000003,0.42300000000000004,1.5570584773520941,0.9906757290787999,1.600946037465821,1.5508319146232983,1.588755971738049,1.148017599842707,1.3810548743065982,0.864985359948504,1.0790522295801208,0.13687758297442543,0.5363165243391099,0.3327927731360866,0.4300567790461393,0.6717060662632619,0.5386207603257669,0.9105183217871536,0.6583928684546233,0.5205932796901456,0.5691447828939371,0.2318118641838483
9.0,42.0,9.0,163084.0,1.0032,0.4720000000000001,1.4206554925775996,1.173266177910254,1.5215371939689468,2.211976605745731,1.6776663794572297,1.2610052206216942,1.594318565189471,0.8679685056163325,1.4379576708328554,0.13764770218309602,0.5531699549199132,0.4384871822905888,0.49636102387950576,0.5764722988800328,0.6042788972113947,0.8259762670447988,0.6859304952197247,0.5920093174886547,0.6267761693005354,0.26981765783697476
9.0,42.0,19.0,163084.0,0.9959999999999999,0.43759999999999977,1.3134004134197328,0.9698451234308916,1.2675282147056177,1.454767420619552,1.3489722773368737,1.3792247539158238,1.4385648731784246,0.8819276007553736,1.3831320361788038,0.14005822574990806,0.6126736525886073,0.3830302509781293,0.4832601580201475,0.54780312817235,0.48280459385562435,0.7907130579082501,0.6204686334711994,0.4507794736807645,0.5398738119955476,0.24738076548393914
9.0,42.0,29.0,163084.0,0.8627999999999998,0.44860000000000005,0.8378027391497629,0.8600850753436424,0.9533281666330813,1.7306903005626482,1.4320300734390734,1.6625034269075418,1.4875579706471924,0.7921730164329188,1.2090881813400296,0.13728152558507928,0.535323451121139,0.2977423352893784,0.4168797549444731,0.7143851875339163,0.5412087449901575,1.0272101876306619,0.7283090395735087,0.46366145680036797,0.5769975583535538,0.2376862946031893
9.0,42.0,39.0,163084.0,0.7882,0.49640000000000006,1.2030108399337465,0.9944907418335276,1.172507348088283,1.5477507947347118,1.5029678105564837,1.201164634429617,1.5062214748827019,0.8164327731509304,1.1520349022111365,0.13247524779104705,0.5299244731068653,0.3502632587767281,0.46213563679616343,0.6547475434815734,0.5992696699126416,0.907581039523215,0.8191319714727199,0.4618601427774891,0.6977791563751026,0.2807196621775943
9.0,42.0,49.0,163084.0,0.8889999999999999,0.5013999999999997,1.3217884299238567,1.1274995176795657,1.215422047006486,1.5378800372420782,1.5446856735127914,1.1341284725469238,1.490725515089315,0.7839166589540196,1.246156399448753,0.137535373632036,0.469549607711451,0.39572110063194643,0.4302284330276871,0.5631999189167388,0.5303870342208097,0.9037615664244603,0.8948407740864891,0.4568030951495354,0.6639784853818509,0.22775330183943127
9.0,42.0,59.0,163084.0,0.7481999999999999,0.4699999999999999,1.259163772118115,1.0672367753025211,1.183414184744437,1.5628173585295102,1.6205902951787885,1.2375610254923033,1.3824192017698311,0.8797819370126815,1.043507721099071,0.1567127227878057,0.5155817061551755,0.3187952977114993,0.49397390455988166,0.5340576753974438,0.5622265870686108,0.9125862860753033,0.764422507226622,0.46583000847252043,0.6512070376585904,0.24288344487657154
9.0,43.0,9.0,163084.0,0.8927999999999997,0.4994000000000002,1.3871479542749963,0.8680578256366518,1.4342647186575994,1.4959643653986767,1.435298641882651,1.3752391641063204,1.3420046688848968,0.928583962974599,1.245489830679525,0.1597838074239823,0.5935902018124477,0.3366595172661983,0.4873972492634559,0.6333948054372638,0.6154511485399686,0.9624246646098744,0.8508578598756185,0.6401975368365965,0.752617458962464,0.27150217168715923
9.0,43.0,19.0,163084.0,0.7788000000000003,0.5186,1.118469214890913,0.7205380635011693,1.0151819713163148,1.2957297558281355,1.4509305130784835,1.1418343968417963,1.13400010995867,0.9553500817977258,1.0933819157537001,0.16937991427742205,0.5949246962647975,0.29706420718210585,0.5432157645053649,0.5568617312243674,0.5851555425200392,0.9673613045616044,0.709709835783038,0.4545995423271444,0.6407766651535779,0.23971095304778625
9.0,43.0,29.0,163084.0,0.9977999999999998,0.5318000000000002,1.178685069620474,0.9280890949310093,1.1917575588947855,1.2683168059857775,1.627935290830602,1.555378183920459,1.4844049712150813,0.9277704775113396,1.4070434772779463,0.145438137922614,0.46484089319645017,0.32735189835913825,0.38530229481164247,0.7493239474598414,0.4517787247173235,1.2299852449132556,0.8355045313144803,0.5705576259939994,0.6948964819491223,0.24569590106830308
9.0,43.0,39.0,163084.0,1.0046000000000002,0.5094,1.1554113854424855,1.101956272865716,1.352748467101447,1.3874641863556487,1.373739040467342,1.6047072821865125,1.8458411406450275,1.0403937065854165,1.4364995108245797,0.17158114178760334,0.49685747183773776,0.3265328129869688,0.4466519760538862,0.6062170017611385,0.5182429040326744,1.1107876804742849,0.7501281017895932,0.6144113328428846,0.7005471177804965,0.25475250527219606
9.0,43.0,49.0,163084.0,0.8294,0.5045999999999999,1.1654313847449371,0.8710772474120205,1.2913507514028582,1.8229158390784672,1.5820344073899628,1.2956100229213976,1.4836737968414417,0.8404140753963073,1.1945029892703993,0.17274718101157044,0.5770906226890922,0.32773434607129626,0.448748780476499,0.6164905971181927,0.5839823651473615,0.9551959495079648,0.790009151628416,0.39780616956214415,0.6530330938921576,0.22791925214010061
9.0,43.0,59.0,163084.0,1.0542000000000002,0.4836000000000003,1.1316611457816808,0.9733876791293742,1.2046728334149157,1.7867681188393447,1.3560832636616311,1.5333435103289974,1.7287905575464642,1.0444393458982901,1.469404165657176,0.14891437046825454,0.45510594918220876,0.39326512705079936,0.4132153521964968,0.7816909697951127,0.6050979987886371,1.0125068310146719,0.7805707543883587,0.4954806965589844,0.6266541021752859,0.23359353174634298
9.0,44.0,9.0,163084.0,0.9673999999999998,0.48880000000000023,1.2631458048548265,1.1693389837182218,1.1195427627916028,1.7343455698256747,1.6773324770908613,1.4484296817092714,1.7479268287138947,1.0450595748725242,1.416998090522841,0.1865260357210739,0.489390633661659,0.3654629385742958,0.4684920559299969,0.6925424200552076,0.5448986690984621,1.1132770441536926,0.7612422800850785,0.49512773487856715,0.6570044527020364,0.23014227251747976
9.0,44.0,19.0,163084.0,1.1257999999999997,0.5418000000000001,0.8415255446350007,1.0681002967804045,0.9405064368546603,1.6595317361325246,1.460623722197085,1.3793428382246016,1.6846535282705966,1.1456538618256977,1.610449405946237,0.17849768638885538,0.46839645708400246,0.38176197207967993,0.4464485686731486,0.7348329461760033,0.6922169925796604,1.0474246742282796,0.7894708010365714,0.5040078415252089,0.7132657534570053,0.22070827132499216
9.0,44.0,29.0,163084.0,0.9206,0.5379999999999999,1.0845350972272505,1.0558088763427214,1.1097775583022522,2.050484298149594,1.5814654240599941,1.4585858789319686,1.4042628880829553,1.1568751523134932,1.2795919160359541,0.17350654513152847,0.6469150587548809,0.41930837067675597,0.5855022065860563,0.6803010129439291,0.6719680749762759,1.0674842357304934,0.8973169132207401,0.5085867645274386,0.7807629958787504,0.25044553816685033
9.0,44.0,39.0,163084.0,0.9336000000000002,0.5969999999999998,0.8253376013325718,0.9047897534370619,0.8645802875389436,1.7636320567955799,1.4058524219313115,1.782348379398354,1.4124361305822934,1.049565466703718,1.3233282852908024,0.18343742732430068,0.5397961987930607,0.38951233122774753,0.5842012261252544,0.7499654064747132,0.8289562995344386,0.8903034191283072,0.9381192752189683,0.468167133930171,0.8376665252578117,0.22408871129389812
9.0,44.0,49.0,163084.0,1.1665999999999999,0.5388,1.421386700363359,0.9825748245743231,1.3758815041014458,1.8255006892730408,1.591039927460022,2.1615835526422598,1.9045164271882704,1.212818302325731,1.605582668541636,0.17041866708194225,0.4013073574329815,0.4040238137490494,0.3983446157309622,0.8290989291417556,0.6339231440441477,1.2989300863073283,0.9133101756323045,0.6645325413708043,0.7738195999416959,0.3262871023791242
9.0,44.0,59.0,163084.0,0.8198000000000002,0.5124000000000002,1.0092450126654584,0.9943743929249264,0.9003700442550681,1.9396053742936394,1.5190042628952223,1.8438563488534403,1.6409470831535642,1.1700040502446671,1.154318511136135,0.18167427853836488,0.48868965513924756,0.36098918391525214,0.4570427280683297,0.6173893467913826,0.5623689911524237,0.8585617301352672,0.7630910934551601,0.4097793360961255,0.6030389092639542,0.26239124386054113
9.0,45.0,9.0,163084.0,0.9359999999999999,0.4948,0.9257836342194257,1.140925586438837,1.3362248945287523,1.3939543109450703,1.375639168553294,1.6211143352497928,1.4567695391705964,1.0047220201031668,1.344203556791499,0.16355450566950552,0.5684767924242061,0.40153146071059276,0.5879294569744349,0.7056234789448916,0.6004928787730075,0.9950258980919033,0.868968738963329,0.5604287764492812,0.6738958162812443,0.220964862948661
9.0,45.0,19.0,163084.0,1.0498,0.542,0.8630611592338668,0.859766796245409,0.8380609859506615,1.4446673403840404,1.3323063780286781,1.4903466278823212,1.7103834145500154,1.0011567394842682,1.4399923548508753,0.1870796215931839,0.36187040255383607,0.33343368107598753,0.45539086761412495,0.7335821153843793,0.5853582719795618,0.9594215037291658,0.7466118890875406,0.49229902296436673,0.6781762927926582,0.27611412204712626
9.0,45.0,29.0,163084.0,0.8684000000000003,0.4879999999999999,1.0934775189301615,0.833513526500027,1.1105906747342056,1.903717758069417,1.5211078793405053,1.4364921376866575,1.4571266556866511,0.9953475906378142,1.2332481145061789,0.16035743424924812,0.4579348380124911,0.4167892282252506,0.43729792268498296,0.8018027487899267,0.7101769640169333,1.0215102132461495,0.8191551113440008,0.43919537392786756,0.6577060596964674,0.2735660538151607
9.0,45.0,39.0,163084.0,0.8955999999999997,0.4788000000000002,1.2117589789706014,0.9319116524078069,1.132937892782307,1.5865063491443945,1.4615471023033906,1.810929730248589,1.3664018803600824,1.1064965230327464,1.22413770486221,0.1670788281570913,0.3953531042959855,0.36786555924909614,0.4313629111511147,0.7137541616466094,0.5487025221027763,1.1347724762288351,0.7787843051054499,0.44481698137498665,0.6589152637338577,0.22160007592889502
9.0,45.0,49.0,163084.0,0.9322000000000001,0.5341999999999999,1.0334038169312751,0.8456553284772736,0.9513868674130581,2.0290174736711832,1.5126630589726429,1.6137266035274203,1.6035424119013608,1.0925381877917573,1.2588360643157703,0.15395709706311128,0.41960853354898375,0.40946929650445363,0.34581530347131606,0.6984837687359338,0.5629589093518927,1.2360050639943254,0.8398281404336094,0.44138867832573425,0.747972849916432,0.24685118594266214
9.0,45.0,59.0,163084.0,0.9056,0.5153999999999999,1.2748033455808787,0.9755867048297633,1.4133384748883417,1.7494610687566254,1.9166707642730274,1.6619702374686096,1.7671380387543316,1.0060293970450145,1.2900208384520782,0.1676380885714821,0.41469207558833665,0.31713506689968207,0.396936825230527,0.6603255215253551,0.5947842894410533,1.0792261458399837,0.8198466251360657,0.4257899723900255,0.6520066295111823,0.28481571874422956
9.0,46.0,9.0,163084.0,0.9703999999999997,0.5140000000000001,1.09993357661023,0.9162754465377029,0.9323125648322967,1.5960040684023582,1.3878655877447625,1.2863073980750728,1.4896482091575485,0.912828892043365,1.3348394290485852,0.15084978838675484,0.46198853077484553,0.40355409939278,0.4236599587160391,0.7817123036122455,0.7192563707166465,1.0101630990721242,0.9272161526472938,0.4396117366321114,0.6701819250070337,0.23573885005931264
9.0,46.0,19.0,163084.0,1.0552,0.4699999999999995,0.9021695242771232,0.9071581363871071,1.054006307097846,1.8148013103636544,1.5386588322464063,1.7954841150209162,1.7569061475733458,1.277676553137334,1.4818475984157506,0.1819015236168382,0.5366304755358231,0.3817207732966572,0.6176658097450414,0.6830578577113623,0.577881184308491,0.9090650131110039,0.7429684011102926,0.437690508043085,0.6829669721215536,0.25140192801246813
9.0,46.0,29.0,163084.0,0.8342,0.5344,1.26347045091499,0.8754188489113679,1.0664545139346129,1.2832434567175937,1.2851729328336063,1.577969573411513,1.4768180515838916,0.9536611423463743,1.1996989771150193,0.1553108519318636,0.4784275181899451,0.44661925202524133,0.46501973983504935,0.6492259709898635,0.630367913341893,1.094923488949942,1.0013820495949137,0.4736001480393826,0.739313556835309,0.3042642870229745
9.0,46.0,39.0,163084.0,0.8478000000000001,0.5138,1.1676249011511513,1.069917217138943,1.1147345968777294,1.7417426539977083,1.6250750298069185,1.6250347730913024,1.5373370242780307,1.1775061665499797,1.1830559743661369,0.16077918648195427,0.4589644262167468,0.4076263084206488,0.414192301720405,0.7621157087072502,0.5948423248601026,1.0856945153801218,0.7992485960572591,0.3991814375250918,0.6576142409760968,0.24513177562188943
9.0,46.0,49.0,163084.0,1.0475999999999996,0.4856,0.9608817292488885,0.9685851666478345,0.9775620644861475,1.7825130469833845,1.148804588954353,1.919613747316977,1.6427946141285432,1.2230560961226395,1.437283017989491,0.16492448587672842,0.561940517177687,0.34693295537006974,0.5155543299802691,0.7325510383347081,0.5749764747910282,0.9044331603907171,0.869137510703181,0.42034754054770807,0.6352745164233297,0.20629425785367483
9.0,46.0,59.0,163084.0,0.8499999999999996,0.4196000000000001,1.0307724096954494,1.0069464216262987,1.222366366537462,1.4270124749084847,1.2497486240881686,1.4421157659623882,1.5141554564784598,0.9404237846521244,1.1900579029698561,0.14391331829021592,0.4984257081742542,0.3663110227562669,0.4167408266798495,0.6067354809886625,0.4518854542860112,0.8902281187069476,0.6399944109751674,0.4755870418011942,0.5753633027413363,0.2362134862327542
9.0,47.0,9.0,163084.0,0.9013999999999998,0.5094000000000002,0.9452063965292513,0.8607549398283052,1.0894861572145116,1.4215077389803163,1.1144408589727515,1.8625520946043448,1.5772489018964835,0.94523816969468,1.282797446940465,0.15106328255412946,0.43037935004344857,0.29323526344727796,0.39405613847195475,0.9043621728964168,0.7371140648826874,1.2082367249694248,0.8952485157622604,0.5171933404331817,0.7794892158380715,0.21652139125382672
9.0,47.0,19.0,163084.0,1.0077999999999998,0.4904000000000003,1.1192478377655548,0.8767031870616707,0.9569979766323954,1.6574604451212664,1.3564408909981913,1.9545553312558102,1.6428173549982414,1.0383148374338318,1.4196823128875484,0.1516592081725602,0.4663720124743844,0.3380090050181158,0.46012048966986796,0.6674194255632547,0.5684062375759751,0.9276900683662582,0.8198117175266736,0.493289569299865,0.6375566974654574,0.2510585430682978
9.0,47.0,29.0,163084.0,0.7702000000000001,0.5016,0.9028550348071134,1.1107045996385865,1.1568001149058875,1.6969782127229833,1.2203766115461476,1.6040463934197398,1.2666921395449187,0.8443520647487853,1.0740430196593056,0.12398497253782419,0.40327263607548514,0.32648274972762903,0.3893719719564299,0.6744487975110792,0.6286557778897665,0.8992788765789281,0.918677048790611,0.4274272106693483,0.7026431393757793,0.24349835128051955
9.0,47.0,39.0,163084.0,1.0143999999999997,0.5234,0.9177409799839376,1.0076876761545104,0.936396126001527,1.7501929677900083,1.3847861367459957,1.5545516465150853,1.7597841798454,0.8740323746396648,1.4250173889458149,0.13554017008435693,0.41702859386493163,0.3579848043755874,0.39395965912779396,1.147454633565876,0.8442555585022248,0.8898072403319472,0.9050146797009571,0.48024878364494655,0.6597304513876852,0.23803696351767903
9.0,47.0,49.0,163084.0,0.825,0.562,1.2294783818980757,0.9135333831522156,0.9623392665932677,1.27597672549034,1.2194352588332236,1.468944545005932,1.2425362578960524,0.7946172778505665,1.098854895620605,0.1062279727712158,0.44739790387016914,0.2850599394706873,0.45335999732051374,1.228148557060307,0.9026873538020798,1.264260302863341,1.063881302736662,0.43124421634214016,0.8298368503117605,0.23316216904587267
9.0,47.0,59.0,163084.0,0.7812,0.5064,0.9673044543575886,0.8603820323731945,1.013234472384923,1.5261142642639889,1.1592374403612589,1.372724280244933,1.3370204639590753,0.5643828470228189,1.0962900403903695,0.11081657156120558,0.4895037664581633,0.31037828817151636,0.46340815657875545,0.7349460381110485,0.7534211693667198,0.784209331855714,0.821282555031652,0.4619780570495352,0.6014754611301315,0.28524580907974934
9.0,48.0,9.0,163084.0,0.8042000000000001,0.5050000000000001,0.9102698245645826,0.8558445056064121,1.1018363217440212,1.4976291881077988,1.2254873996009774,1.382482138755168,1.5365710863002247,0.6979360861501781,1.149846729355219,0.11878642568281501,0.5434493763616928,0.32065814240218693,0.46119755157927694,0.7278976608782949,0.7153535766262715,0.895807171670296,0.7289395013304023,0.43351236317636255,0.6590981395017504,0.22564015503587315
9.0,48.0,19.0,163084.0,0.8351999999999998,0.5292000000000001,0.9958041341710127,0.8806525402842112,0.926047343300634,1.6470328608181872,1.4248353090311094,1.7133795584503744,1.424198357760731,0.6772347358855623,1.1761265165837367,0.13086892522382718,0.48668810055810735,0.30004337959677685,0.4466019844150219,0.7811093760824411,0.6748760994661277,0.9962822282045393,0.8729277030247135,0.5881130784223958,0.635108561883899,0.23846876246817725
9.0,48.0,29.0,163084.0,0.7807999999999996,0.5693999999999999,1.0404557388588482,1.2899845891588915,1.4698896311058596,1.4333153740146607,1.3446604481427644,1.256638981953569,1.3287431005485753,0.5057071468971406,1.0808134600416353,0.11915319760241745,0.6542006320014492,0.3471683464671506,0.5134083365500031,0.9780458880930816,0.7988864892416827,0.8967207655893376,0.8638413124463395,0.458713552111801,0.7508276639511974,0.2863211835465774
9.0,48.0,39.0,163084.0,0.7108,0.4688,0.7369984870667299,0.6720142499700111,0.8565156673169483,1.6890152904643343,1.3656484857346687,1.363259579840833,1.4369208469768109,0.6516867077739068,0.9776880346909624,0.14045893968985163,0.5029386955925108,0.28593388160226085,0.46355431740503106,0.7840404726127004,0.7089862838784748,0.8992595146404805,0.8435198014486488,0.41928751896849115,0.6282587870276789,0.24223264856477336
9.0,48.0,49.0,163084.0,0.7133999999999998,0.5515999999999999,0.7913402662024017,0.9601007732849457,1.1128419365892457,1.3472561210970777,1.147603704727338,1.3811016283570026,1.2847472304886234,0.5957003292119987,0.9588210274196893,0.11264077744246637,0.5466121124910378,0.2927143246395384,0.5447914985918828,1.214555162756927,0.8496867620652427,0.9707580352001812,0.9562585005494373,0.4488959994218007,0.7390444276779201,0.2656997533818076
9.0,48.0,59.0,163084.0,0.8575999999999999,0.5522,0.887102980936396,0.8053311649226119,1.0151594044655123,1.355815379114333,1.0752845713098673,1.5852871839478377,1.5352405679496557,0.7136583272631406,1.2171339182724488,0.10593617481709212,0.5319522644079897,0.24749269287864828,0.4751564412648879,0.9226044979175707,0.7831016113016929,1.0859551217426702,0.8648815020437347,0.3993156529519179,0.6910922169957422,0.27664993985540415
9.0,49.0,9.0,163084.0,0.7474000000000001,0.5609999999999999,0.7875053675174531,0.8374728413351672,0.9216390554449104,1.5037303483667064,1.4306097792625878,1.3357008359282143,1.3246217703957797,0.5426191064782866,1.0558106045522262,0.1165340489435392,0.5983567875554903,0.2680947835265154,0.529066727696505,0.7245040058122935,0.6449675447081917,0.9981271662829384,0.8643243179830217,0.40677961291865633,0.7818971694824357,0.24150706540553796
9.0,49.0,19.0,163084.0,0.6063999999999999,0.5525999999999999,0.8158368822435043,0.9237709951843825,1.0696491415357134,1.4493186915841503,1.3506980035390814,1.237227905590953,1.2007892484458236,0.5133888081260173,0.8347394552976629,0.1037280702637305,0.5798336799300299,0.2839997375400504,0.3958536525887968,0.7072085098096952,0.5557503069380261,0.9595294725624963,0.8664374948715722,0.37842790701243983,0.6727074831214926,0.2732636605107052
9.0,49.0,29.0,163084.0,0.6289999999999999,0.5065999999999998,0.9699561485038621,0.9363484840714633,1.1149020997345687,1.4334950448654613,1.2408353618656107,1.2544923074518064,1.147043185072908,0.6153185444993345,0.8396485588623251,0.12262800661338136,0.4543804296486,0.3341369432093831,0.4171907686001914,0.8110130009214546,0.785279129598202,0.962016668183692,0.8608452973985374,0.3407271079646287,0.6053884713974792,0.26676309427983885
9.0,49.0,39.0,163084.0,0.7918,0.5448000000000001,0.8627297916529448,0.8787316214350114,1.0781008749030012,1.5130073214006514,1.2250718518593713,1.4782631832372377,1.303728463782916,0.5621599090491053,1.0809454302034458,0.11383120141837684,0.5144387056841786,0.3928590471139069,0.4616443182645805,0.781404024369379,0.7105670216866781,1.088078829808492,0.9927914839018179,0.3876317257114562,0.7189218781609079,0.288428055908564
9.0,49.0,49.0,163084.0,0.8363999999999999,0.466,0.841792586166307,1.0706053459226936,0.9258476009589401,1.5476950624036412,1.3154114618458923,1.3200648580544538,1.557121074691458,0.5095654618312797,1.1378175236457948,0.10678794902269957,0.5009798067331181,0.32278795081838896,0.42811849878194713,0.9998288125375939,0.8159006560250261,0.8746584285749917,0.8116536859293205,0.4064949603784099,0.5976355244771399,0.2543217115894546
9.0,49.0,59.0,163084.0,0.6888000000000003,0.5252000000000001,0.988264769975846,0.9480433944129011,1.1446483411990653,1.405531008377256,1.1656122223402237,1.5049273266865602,1.2417693261133147,0.5820618131749453,1.0083776096145667,0.11244717522766837,0.3808678716348127,0.2667337817181602,0.426919785792106,0.8792456360610655,0.6161182894007012,1.0047029476137919,0.732615729890443,0.4458757583769047,0.6614585399843537,0.25842865203289894
